"Company","Ticker"
"Massachusetts Water Resources Authority", "None"
"Matt Brewing Company, Inc.", "None"
"Maui Electric Company, Ltd.", "HE"
"Maxim Power (USA), Inc  [Registered Agent, The Corporation Trust Company of Nevada]", "MXPIF"
"MAXIMUS COFFEE GROUP, L.P", "None"
"Mayflower Energy Holdings LLC", "None"
"Mayo Clinic", "None"
"Mayor and City Council of Baltimore", "None"
"Mazda Motor Corporation", "MZDAF"
"McCain Foods USA, Inc.", "None"
"McCarthy Bush Corporation", "None"
"McKittrick Ltd", "None"
"McLeod Health", "None"
"McMinn County Government", "None"
"McPherson Board of Public Utilities", "None"
"McWane, Inc.", "None"
"McWane, Incorporated", "None"
"MDU Resources Group Inc.", "MDU"
"Mead Johnson and Company, LLC.", "MJN"
"MeadWestvaco Corporation", "MWV"
"Mechel Bluestone Inc.", "None"
"Mecklenburg County", "None"
"Medical Center Company", "None"
"Memphis Light, Gas and Water", "None"
"Merced County Regional Waste Management", "None"
"Mercer Lime and Stone", "None"
"Merck and Co., Inc.", "MRK"
"Merisol Limited Partnership", "None"
"Merit Energy Company, LLC", "None"
"Mesa County Government", "None"
"Metro", "None"
"Metropolitan Airports Commission", "None"
"Metropolitan Government of Nashville and Davidson County", "None"
"Metro Waste Authority", "None"
"Mexichem Fluor Inc.", "None"
"MGE Energy Inc.", "MGEE"
"MGM Resorts International", "MGM"
"MGP Ingredients, Inc.", "MGPI"
"Miami-Dade County Department of Soild Waste Magement", "None"
"Miami-Dade County Department of Solid Waste", "None"
"Miami-Dade County Department of Solid Waste Management", "None"
"Michelin North America", "MGDDY"
"Michelin North America Inc.", "MGDDY"
"Michigan Public Power Agency", "None"
"Michigan South Central Power Agency", "None"
"Michigan State Government", "None"
"Michigan Sugar Company", "None"
"Micron Technology, Inc.", "MU"
"Mid-American Energy Holdings Co.", "None"
"Mid-American Engergy Holdings, Co.", "None"
"Mid-America Packaging, LLC", "None"
"Middlesex Utilities Authority", "None"
"Mid Kansas Electric Company, LLC", "None"
"Midland Cogeneration Venture", "None"
"Mid-Missouri Energy, LLC", "None"
"Midsouth Holding, LLC", "None"
"Millennium Inorganic Chemicals, Inc.", "None"
"MillerCoors", "TAP"
"MillerCoors LLC", "TAP"
"Milliken and Co.", "None"
"Milliken and Company", "None"
"Milwaukee Metropolitan Sewerage District", "None"
"Mincorp, Inc.", "None"
"Minerals Technologies, Inc.", "MTX"
"Minn-Dak Farmers Cooperative", "None"
"MINNESOTA POLLUTION CONTROL AGENCY", "None"
"Minnesota Soybean Processors", "None"
"Minnkota Power Cooperative, Inc.", "None"
"Mission Energy New York", "None"
"Mississippi County", "None"
"Mississippi Lime Company", "None"
"Missouri Ethanol, LLC d/b/a POET Biorefining - Laddonia", "None"
"Missouri Joint Municipal Electic Utility Commissions", "None"
"Missouri Joint Municipal Electric Utility Commission", "None"
"Mitsubishi Cement Corporation", "None"
"Mitsubishi Polycrystalline Silicon America Corporation", "None"
"Mitsubishi Polyester Film, Inc", "None"
"Modern Landfill, Inc.", "None"
"Modesto Irrigation District", "None"
"Mohawk Fine Papers Inc.", "None"
"Mohawk Industries", "MHK"
"Mohawk Industries, Inc", "MHK"
"Mohegan Tribe of Indians of Connecticut", "None"
"Momentive Performance Materials Holdings LLC", "None"
"Moncrief Partners, L.P.", "None"
"Monmouth County Board of Chosen Freeholders", "None"
"Monomoy Captial Partners", "None"
"Monongahela Power Company", "None"
"Monroe County Solid Waste Management District", "None"
"Monsanto", "MON"
"Monsanto Company", "MON"
"Montana-Dakota Utilities, Co.", "MDU"
"Montana Dakota Utilities Company", "MDU"
"Montana Waste Systems", "None"
"Montclair State University", "None"
"Montefiore Medical Center", "None"
"Monterey Regional Waste Management District", "None"
"Montgomery County Division of Solid Waste Services", "None"
"Montgomery County Government", "None"
"Montgomery Regional Solid Waste Authority", "None"
"Montmorency-Oscoda-Alpena Waste Managemen Authority", "None"
"Morgan Foods, Inc.", "None"
"Morgan Stanley - Infrastructure Fund", "MS"
"Morrison County", "None"
"Morton Salt, Inc.", "None"
"Mostoller Landfill, Inc.", "None"
"Motiva Enterprises LLC", "None"
"MOTORSPORT AFTERMARKET GROUP INC.", "None"
"Mount Vernon Mills, Inc.", "None"
"MPC Generating, LLC", "MPC"
"MPIH, Inc.", "None"
"MSR Public Power Agency", "None"
"Mt Carmel Cogen Inc.", "None"
"Mueller Water Products, Inc.", "MWA"
"Municipal Electric Authority of Georgia (MEAG Power)", "None"
"Municipal Energy Agency of Mississippi", "None"
"Municipal Energy Agency of Nebraska", "None"
"Municipality of Anchorage", "None"
"Municipality of Anchorage - Soild Waste Services", "None"
"Municipality of Anchorage - Solid Waste Servieces", "None"
"Municipality of Arecibo", "None"
"Municipality of Carolina", "None"
"Municipality of Fajardo", "None"
"Municipality of Guaynabo", "None"
"Municipality of Ponce", "None"
"Municipality of Salinas", "None"
"Municipality of San Juan", "None"
"Municipality of Toa Alta", "None"
"Municipality of Toa Baja", "None"
"Murphy Exploration (Alaska), Inc.", "None"
"Murphy Oil Corporation", "MUR"
"Murray County, GA", "None"
"Muscatine County Solid Waste Agency", "None"
"Muscatine Foods Corporation", "None"
"Muscatine Power and Water", "None"
"Muskegon County Department of Public Works", "None"
"Mustang Fuel Corporation", "None"
"MW/MB LLC", "None"
"NA", "None"
"NA Industries, Inc", "None"
"Nan Ya Plastics Corporation of America", "None"
"Napa Vallejo Waste Management Authority", "None"
"Nassau County Board of County Commissioners", "None"
"National Beef Packing Company, LLC", "None"
"National Cement Company", "None"
"National Cooperative Refining Ass", "None"
"National Fuel Gas Company", "NFG"
"National Grid Generation LLC", "NGG"
"National Grid Glenwood Energy Center", "NGG"
"National Grid Port Jefferson Energy Center LLC", "NGG"
"National Oilwell Varco, LP", "NOV"
"Natural Resources of Central Florida, Inc.", "None"
"Naval Submarine Base New London", "None"
"Navistar, Inc", "NAV"
"Nebraska Public Power District", "None"
"NEDAK Ethanol, LLC", "None"
"Neenah Enterprises Incorporated", "NP"
"Neenah Paper, Inc.", "NP"
"Nelson County Fiscal Court", "None"
"Nelson Industrial Steam Company", "None"
"Nemak USA, Inc.", "None"
"Nestle Purina PetCare Company", "NSRGY"
"Nestle USA", "NSRGY"
"NESTLE USA, INC.", "NSRGY"
"Newark Bay Cogeneration Partnership LP", "None"
"New Energy Corp.", "None"
"New Hanover County", "None"
"New Jersey Meadowlands Commission", "None"
"Newman and Company", "None"
"NewMarket Corporation", "NEU"
"New Mexico State University", "None"
"Newmont Mining Corporation", "NEM"
"Newmont USA Limited", "NEM"
"New NGC, Inc.", "None"
"NEW PAGE HOLDING CORP", "None"
"NewPage Holding Corporation", "None"
"New River Resource Authority", "None"
"NEW RIVER SOLID WASTE ASSOCIATION", "None"
"Newton County Board of Commissioners", "None"
"New York and Presbyterian Hospitals Inc.", "None"
"New York City Department of Environmental Protection", "None"
"New York Power Authority", "None"
"New York State Government", "None"
"Nextera Energy", "NEE"
"NextEra Energy, Inc.", "NEE"
"Nextera Energy Resources", "NEE"
"NextEra Energy Resources, LLC", "NEE"
"NGC Industries, Inc.", "None"
"Nicor, Inc", "GAS"
"Nissan North America, Inc.", "NSANY"
"NLMK Indiana", "None"
"Nonpareil Corporation", "None"
"Noranda Aluminum Holding Corporation", "NOR"
"NORESCO", "None"
"Norfolk Southern Corporation", "NSC"
"Norit Americas Inc.", "None"
"North American Energy Alliacne, LLC", "None"
"North American Energy Alliance", "None"
"North American Energy Alliance, LLC", "None"
"North American Stainless", "None"
"North Carolina Eastern Municipal Power Agency", "None"
"North Carolina Electric Membership Corporation", "None"
"North Chicago Energy Trust", "None"
"Northeast Arkansas Regional Solid Waste Management District", "None"
"Northeast Energy Associates, LP", "None"
"Northeast Maryland Waste Disposal Authority", "None"
"Northeast Mississippi Solid Waste Management Authority", "None"
"Northeast Missouri Grain LLC dba Poet Biorefining-Macon", "None"
"Northeast Nebraska Solid Coalition", "None"
"Northeast Solite Corporation", "None"
"Northeast Texas Electric Cooperative", "None"
"Northeast Utilities", "NU"
"Northern Border Pipeline Company", "None"
"NORTHERN CALIFORNIA POWER AGENCY", "None"
"Northern Indiana Public Service Company", "NI"
"Northern Municipal Power Agency", "None"
"Northern Natural Gas Company", "None"
"Northern Star Generation, L.L.C.", "None"
"Northern Star Generation Services", "None"
"Northern Star Generation Services Company LLC", "None"
"Northern Star Generation Services LLC", "None"
"NORTHERN TIER ENERGY LLC", "NTI"
"Northern Tier Solid Waste Authority", "None"
"Norther Star Generation LLC", "None"
"North Manchester Ethanol d/b/a POET Biorefining", "None"
"North Star BlueScope LLC", "None"
"North Texas Municipal Water District", "None"
"NorthWestern Corporation", "NWE"
"NorthWestern Corporation DBA NorthWestern Energy", "NWE"
"NorthWestern Energy", "NWE"
"NorthWestern Energy Corporation", "NWE"
"Northwestern University", "None"
"Northwest Iowa Area Solid Waste Agency", "None"
"Novartis Pharmaceuticals Corporation", "NVS"
"Novelis Corporation", "NVL"
"Novelis Inc.", "NVL"
"Novelis Incorporation", "NVL"
"NRG Energy", "NRG"
"NRG Energy, Inc", "NRG"
"Nucor Corporation", "NUE"
"Nucor Steel Corporation", "NUE"
"NuStar Energy, L.P.", "NSRE"
"NV Energy", "None"
"NYC- Dept. of Correction", "None"
"NYC HEALTH and HOSPITALS CORP", "None"
"O'Brien Industrial Holdings, LLC", "None"
"Occidental Petroleum", "OXY"
"Occidental Petroleum Company", "OXY"
"Occidental Petroleum Corporation", "OXY"
"Occidental Petroleum Corporations", "OXY"
"Occidental Petroleum Corporation/Vintage Production California LLC", "OXY"
"Occidental Petroleum Corporation", "OXY"
"Ocean County Landfill Corporation", "None"
"OCI Chemical Corporation", "None"
"OGE Energy Corporation", "OGE"
"Oglethorpe Power Corporation", "None"
"OGPA Cottage Grove, LLC (Osaka Gas Energy America Corporation)", "9203"
"OGPA Selkirk, LLC", "None"
"Ohio County Fiscal Court", "None"
"Ohio Valley Aluminum LLC", "None"
"Ohio Valley Electric Corporation", "None"
"Oil-Dri Corporation of America", "ODC"
"Oklahoma Environmental Management Authority", "None"
"Oklahoma Municipal Power Authority", "None"
"Oklahoma State University", "None"
"Olam West Coast, Inc.", "None"
"Oldcastle Building Products", "CRH"
"Oldcastle Lawn and Garden", "CRH"
"Oldcastle Materials, Inc.", "CRH"
"Old Dominion Electric Cooperative", "None"
"Olethorpe Power Corporation", "None"
"Olin Corporation", "OLN"
"Olmsted County", "None"
"O.L.S. Acquisition Corporation", "None"
"Olympus Power, LLC", "None"
"Omaha Public Power District", "None"
"OMEGA JV2", "None"
"Omni Waste of Osceola County, LLC", "None"
"One Earth Energy, LLC", "None"
"Oneida-Herkimer Solid Waste Management Authority", "None"
"ONEOK Partnership, L.P.", "OKE"
"ONEOK Partners, L.P.", "OKE"
"Onslow County", "None"
"OPTIMA", "None"
"Optim Energy, LLC", "None"
"Optim Energy, LLC  c/o Competitive Power Ventures", "None"
"Orange County", "None"
"Orange County Container Group LLC", "None"
"Orange County Utilities - Solid Waste Division", "None"
"Order of Saint Benedict/Saint John's University", "None"
"Orion Engineered Carbons LLC", "None"
"Orlando Utilities Commission", "None"
"Ormet Primary Aluminum Corporation", "None"
"Osaka Gas Energy America Corporation", "9203"
"Osaka Gas Gateway Power, LLC", "9203"
"Osceola County, Florida", "None"
"OSRAM SYLVANIA INC, "OTC"PK,OSAGF"
"Oswego County Department of Solid Waste", "None"
"Otter Tail Corporation", "OTTR"
"Ottumwa/Wapello County Solid Waste Commission", "None"
"Outagamie County, Wisconsin", "None"
"Owensboro Grain Company, LLC", "None"
"Owensboro Municipal Utilities", "None"
"Owens Corning", "OC"
"Owens Corning, Inc.", "OC"
"Owens-Illinois, Inc.", "OI"
"Oxbow Carbon and Minerals Holdings, Inc.", "None"
"OXEA CORP", "None"
"Oxy Long Beach Inc.", "OXY"
"Ozark Mountain Solid Waste District", "None"
"Pacific Coast Building Products", "None"
"Pacific Coast Producers", "None"
"Pacific Energy Alaska Operating LLC", "None"
"Pacific Ethanol Holding Co", "PEHO"
"Pacific Gas and Electric Company", "PCG"
"Pacificorp", "PKG"
"Packaging Corporation of America", "PKG"
"Packaging Dynamics", "None"
"PACKAGING DYNAMICS CORPORATION", "None"
"Paducah Power System", "None"
"Page County", "None"
"Panda Energy", "None"
"PandS Project I, LLC", "None"
"PANHANDLE EASTERN PIPE LINE COMPANY", "None"
"Panoche Energy Center LLC", "None"
"Panther Creek Partners", "None"
"PaperWorks Industries, Inc.", "None"
"PARAGON ENERGY HOLDING , LLC", "None"
"Parkchester South Condominium", "None"
"Park Place Development, Inc.", "None"
"Passaic Valley Sewerage Commissioners", "None"
"Patara Oil and Gas LLC", "None"
"Patriarch Partners, LLC", "None"
"PBF Energy", "PBF"
"PCM (US) Steering Holding Inc.", "None"
"PCS Nitrogen Ohio, L.P.", "None"
"PDV Holding Inc", "None"
"Peabody Municipal Light Plant", "None"
"Pedricktown Cogeneration Co. LP", "None"
"PE - Kingsburg, LLC", "None"
"Pelican Refining Company, LLC", "None"
"PENFORD CORP", "None"
"Pennsylvania State Department of Corrections", "None"
"Pentex, LLC", "None"
"Pepco Holdings Incorporated", "POM"
"Pepco Holdings, Inc. (PHI)", "POM"
"Pepsico", "PEP"
"PepsiCo, Inc.", "PEP"
"Perdue Farms Inc.", "None"
"Perennial Power Holdings, Inc.", "None"
"Performance Fibers Operations Inc", "None"
"Perry Ridge Landfill", "None"
"Peru Utilities", "None"
"PETE LIEN and SONS, INC.", "None"
"Petrobras USA", "PBR"
"Petro-Hunt, L.L.C.", "None"
"Petrologistics", "None"
"Pfizer", "PFE"
"Pfizer, Inc.", "PFE"
"P.H. Glatfelter", "GLT"
"P H Glatfelter Company - Chillicothe Facility", "GLT"
"PHH", "PHH"
"Philips Electronics North American Corp.", "PHH"
"Philip T. Sharples Trust", "None"
"Phoenix Cement Company (a Division of the Salt River Pima-Maricopa Indian Community)", "None"
"Phosphate Holdings Inc", "None"
"Pike County Fiscal Court Department of Solid Waste", "None"
"Pike Sanitation Inc.", "None"
"Pilkington Holdings, Inc.", "None"
"Pima County", "None"
"Pinal County", "None"
"Pine Lake Corn Processors, LLLP", "None"
"Pinelawn Power LLC", "None"
"Pinellas County Board of County Commissioners", "None"
"Pinetree Power Fitchburg", "None"
"Pinnacle Ethanol LLC d/b/a Poet Biorefining - Corning", "None"
"Pinnacle West Capital Corporation", "PNW"
"Pinon Gathering Company, LLC", "None"
"Pioneer Natural Resources USA, Inc.", "PXD"
"Pipeco", "None"
"Pipeco LLC", "None"
"Piramal Glass USA, INC", "None"
"Pittsburgh Corning Corporation", "None"
"Pittsburgh Glass Works, LLC", "None"
"Pixley Cogen Partners, LLC", "None"
"Placid Refining Co LLC", "PBF"
"Plainfield Asset Management, LLC", "None"
"PLAINS ALL AMERICAN GP LLC", "PAA"
"Plains Exploration and Production Company", "PXP"
"Plains LPG Services", "PAA"
"Planis Exploration and Production Company", "PXP"
"Platte River Power Authority", "None"
"Plymouth Energy LLC.", "None"
"PMC Group", "None"
"POET LLC", "None"
"POET Plant Management", "None"
"POET Research Center, INC.", "None"
"Polartec, LLC", "None"
"Polk County Board of Commissioners", "None"
"Polk County Board of County Commissioners", "None"
"Polk County, TX", "None"
"Pollution Control Financing Authority", "None"
"Pollution Control Financing Authority of Camden County", "None"
"PolyOne Corporation", "POL"
"Portland General Electric", "POR"
"Portland General Electric Company", "POR"
"Port Townsend Paper Corporation", "None"
"Potash Holding Company, Inc.", "None"
"Potrero Hills Landfill, Inc.", "None"
"Power City Partners LP", "None"
"PowerSmith Cogeneration", "None"
"PowerSouth Energy Cooperative", "None"
"PowerSouth Energy Cooperative, Inc.", "None"
"PPG Industries, Inc.", "PPG"
"PPL Corp", "PPL"
"PPL Corporation", "PPL"
"PPL Generation, LLC", "PPL"
"PPL Ironwood Holdings, LLC", "PPL"
"PQ Corporation", "None"
"Prairie Ethanol LLC dba Poet Biorefining", "None"
"Prairie Power Inc", "None"
"Prairie State Energy Campus Management Company", "None"
"Pratt Industries", "None"
"Pratt Industries LLC", "None"
"Pratt Industries USA", "None"
"Praxair, Inc.", "PX"
"Preble County Board of Commissioners", "None"
"Precision Castpart Corporation", "PCP"
"Precision Cast Parts Corp.", "PCP"
"Precision Castparts Corporation", "PCP"
"Premier Ethanol", "None"
"Primary Energy Recycling Holdings LLC", "None"
"Prince George's County Government, Department of Environmental Resources, Waste Management Division", "None"
"Prince William County, Public Works Department, Solid Waste Division", "None"
"Pro-Corn, LLC", "None"
"Procter and Gamble", "PG"
"Progress Energy, Inc.", "None"
"PROGRESSIVE WASTE SOLUTIONS LTD", "BIN"
"Project Hawkeye, LLC", "None"
"Project Orange Associates, LLC", "None"
"Prospect Capital Corporation", "PSEC"
"Pruvient Energy Guam, Inc", "None"
"Pruvient Energy Guam Investments Inc.", "None"
"PSI Midstream Partners, L.P.", "None"
"Public Power Generation Agency (PPGA-WEC2)", "None"
"Public Service Company of New Mexico", "PNM"
"PUBLIC SERVICE CO OF NEW MEXICO", "PNM"
"Public Service Enterpirse Group Incorporated", "PEG"
"Public Service Enterprise Group", "PEG"
"Public Service Enterprise Group, Inc", "PEG"
"Public Service Enterprise Group Incorporated", "PEG"
"Public Works Commission of the City of Fayetteville", "None"
"PUERTO RICO ELECTRIC POWER AUTHORITY", "None"
"Puget Sound Energy", "PSD"
"PURSUE ENERGY CORP.", "None"
"Putnam Couny BOCC", "None"
"PVR Midstream LLC", "None"
"QEP Resources Inc", "QEP"
"Quad County Corn Processors", "None"
"Quad/Graphics, Inc.", "QUAD"
"Qualcomm Incorporated", "QCOM"
"Quanex Building Products", "NX"
"Quantum Resources Management, LLC", "None"
"Quemetco West, LLC", "None"
"Questar Corporation", "STR"
"Questar Overthrust Pipeline", "None"
"Rain CII Carbon LLC", "None"
"Ralcorp Holdings, Inc.", "None"
"Raleigh County Solid Waste Authority", "None"
"Randolph County", "None"
"Rayonier, Inc", "RYN"
"Rayonier Performance Fibers LLC", "RYN"
"RC Cape May Holdings, LLC", "None"
"RC Lonestar", "None"
"RC Lonestar Inc.", "None"
"RC Lonestar, Inc. dba Buzzi Unicem USA", "BZZUY"
"RCM Morgantown Power, LTD", "None"
"RCM Selkirk, L.P.", "None"
"RDO Frozen Company", "None"
"Recast Energy, LLC", "None"
"RECOLOGY", "None"
"REC Silicon Inc", "RECSIQ"
"Redfield Energy, LLC", "None"
"Red Shield Acquisition, LLC.", "None"
"Red Trail Energy LLC", "None"
"Reedy Creek Improvement District", "None"
"ReEnergy Holdings", "None"
"Regency Energy Partners LP", "RGP"
"Regency Midcontinent Express Pipeline I LLC", "None"
"Regents of the University of California", "None"
"Regents, University of California", "None"
"Region 2000 Services Authority", "None"
"Reno County", "None"
"Rensselaer Cogeneration LLC", "None"
"Rentech, Inc.", "RTK"
"ReNu Power Holdings, LLC", "None"
"Republic Engineered Products LLC", "None"
"Republic Industries", "None"
"Republic Paperboard Co", "None"
"Republic Services", "RSG"
"Republic Services, Inc.", "RSG"
"Republic Steel", "None"
"Rex American Resources", "REX"
"Reynolds American Inc.", "RAI"
"Reynolds Group Holdings Inc.", "None"
"RG Steel, LLC", "None"
"RG Steel - Wheeling, LLC", "None"
"Rhea County, TN", "None"
"Rhode Island Resource Recovery Corporation", "None"
"Rhodia Inc.", "None"
"Rice County", "None"
"Riceland Foods, Inc.", "None"
"Richfield Landfill Inc.", "None"
"Richmond Sanitary District", "None"
"Ri-Corp. Development, Inc", "None"
"Rio Bravo Jasmin", "None"
"Rio Bravo Poso", "None"
"Rio Tinto America Holdings Inc.", "RIO"
"Rio Tinto Minerals", "RIO"
"Riverbay Co-Op City", "None"
"River Birch Inc.", "None"
"Riverside County", "None"
"Roanoke Valley Resource Authority", "None"
"Robeson County", "None"
"Roche Holdings, Inc.", "RHHBY"
"Rochester District Heating Cooperative", "None"
"Rochester Public Utilities", "None"
"Rockbridge County Landfill", "None"
"Rockingham County", "None"
"Rockingham County, Virginia", "None"
"Rock River Environmental Services", "None"
"ROCK-TENN CO", "RKT"
"Rock-Tenn Company", "RKT"
"Rocky Mountain Bottle Company LLC", "None"
"Rogue Valley Properties, Inc.", "None"
"Roll International", "None"
"Rolls-Royce North America Holdings, Inc.", "RYCEY"
"Rome-Floyd County Solid Waste Commission", "None"
"Roquette America, Inc.", "None"
"Rosboro LLC", "None"
"Roseville Electric", "None"
"Rowan County, North Carolina", "None"
"Rowan University", "None"
"RS Co Gen", "None"
"Rubicon LLC", "None"
"Rumpke Consolidated Companies Inc.", "None"
"Rumpke of Indiana, LLC", "None"
"Rumpke of Kentucky, Inc.", "None"
"Rumpke Sanitary Landfill, Inc.", "None"
"Rumpke Waste, Inc.", "None"
"Rustick, LLC", "None"
"Rutgers, The State University of New Jersy", "None"
"SABIC Innovative Plastics", "SABIC"
"SABIC Innovative Plastics Holding US LP", "SABIC"
"SABIC Innovative Plastics US LLC", "SABIC"
"Sabine Parish Police Jury", "None"
"Sacramento Cogeneration Authority", "None"
"Sacramento Municipal Utility District Financing Authority", "None"
"Sacramento Power Authority", "None"
"Safety-Kleen Systems Inc.", "None"
"Saint-Gobain Containers Inc.", "None"
"Saint-Gobain Corporation", "SGOBY"
"Saint-Gobain Corporation North America Inc.", "SGOBY"
"Saint-Gobain North America", "SGOBY"
"Salem County Improvement Authority (SCIA)", "None"
"Salinas Valley Solid Waste Authority", "None"
"Salt Lake County", "None"
"Salt River Pima-Maricopa Indian Community", "None"
"Salt River Project", "None"
"Salt River Project Agricultural Improvement and Power District (100% Ownership of Unit 4 only)", "None"
"Sampson County", "None"
"Sampson County Disposal, LLC", "None"
"Samson Resources", "None"
"San Bernardino County - Solida Waste Management Division", "None"
"San Bernardino County - Solid Waste Management Division", "None"
"Sanders Lead Company", "None"
"San Diego County Department of Public Works", "None"
"San Diego Gas and Electric", "SRE"
"Sandoval County, New Mexico", "None"
"Sandridge Energy, Inc.", "SD"
"Sanimax USA Inc.", "None"
"San Joaquin Energy Company", "None"
"San Joaquin Refining Company, Inc.", "None"
"San Miguel Electric Cooperative, Inc.", "None"
"sanofi aventis, Inc.", "SNY"
"Sanofi Pasteur Inc.", "SNY"
"Santa Barbara County Dept of Public Works", "None"
"Santa Fe Solid Waste Management Agency", "None"
"Santa Rosa County Board of County Commissioners", "None"
"Santee Print Works Inc", "None"
"Sapa Extrusions, Inc.", "None"
"Saputo Cheese USA Inc.", "SAP"
"Sarasota County, Fl", "None"
"Sarpy County, Nebraska", "None"
"Sasol North America Inc.", "SSL"
"S.B. Acquisitions, Inc.", "None"
"SCANA Corporation", "SCG"
"SCA TISSUE NORTH AMERICA, INC", "None"
"Schnitzer Steel Industries, Inc.", "SCHN"
"Schuylkill Energy Resources, Inc.", "None"
"SC Johnson and Son, Inc.", "None"
"SCOGI GP", "None"
"Scottsboro Solid Waste Authority", "None"
"S. D. Warren Company", "None"
"Seaboard Corporation", "SEB"
"SEACOR Holdings, Inc.", "CKH"
"Searles Valley Minerals, Inc.", "None"
"Seattle Steam Company LLC", "None"
"SECCRA", "None"
"SE Choctaw LLC", "None"
"Seminole County Board of County Commissioners", "None"
"Seminole Electric Cooperative, Inc.", "None"
"Sempra Energy", "SRE"
"Sempra Generation", "SRE"
"Seneca Landfill, Incorporated", "None"
"Seneca Power Partners, LP", "None"
"Sensient Technologies Corporation", "SXT"
"SET PERC Investment LLC", "None"
"Severstal North America, Inc.", "None"
"Severstal Sparrows Point LLC", "None"
"Seymour of Sycamore, Inc.", "None"
"Shapes/Arch Holdings LLC", "None"
"Shaw Industries Inc.", "None"
"Shelby County Commission", "None"
"Shell Chemical LP", "SHEL"
"Shell Oil Co.", "SHEL"
"Shell Oil Company", "SHEL"
"Shell Oil Products US", "SHEL"
"Shell Petroleum Inc.", "SHEL"
"Shell Petroleum Inc.  (Shell Chemical LP - Norco, LA)", "SHEL"
"Shenandoah County, VA", "None"
"Sherwin Alumina Company LLC", "None"
"Shoosmith Bros., Inc.", "None"
"Shoreham Energy LLC", "None"
"Showa Denko Carbon, Inc", "SHWDY"
"Show-Me Ethanol, LLC", "None"
"Sid Richardson Carbon, Ltd.", "None"
"Signal Hill Petroleum, Inc.", "None"
"Signal Hill Wichita Falls Power, LP", "None"
"SI Group", "None"
"SI Group, Inc.", "None"
"Sikeston Board of Muncipal Utilities", "None"
"Silver Eagle Oil, Inc.", "None"
"Simmons Foods, Inc.", "None"
"Simpson Investment Company", "None"
"Siouxland Energy and Livestock Cooperative", "None"
"Smarr EMC", "None"
"Smithfield Foods", "SFD"
"Smithfield Foods, Inc", "SFD"
"Smithfield Packing Company, Inc", "SFD"
"Snake River Sugar Company", "None"
"SNF Holding Company", "None"
"Snohomish County", "None"
"Snyder Associated Companies, Inc", "None"
"Society of the Divine Word and the Missionary Sister Servants of the Holy Spirit", "None"
"Solae, LLC", "None"
"Solid Waste Authority of Central Ohio", "None"
"Solid Waste Authority of Palm Beach County", "None"
"Solid Waste Division, City of Bllings, Montana", "None"
"Solid Waste Management Company of Atkinson County", "None"
"Solutia Inc.", "None"
"Solvay Advanced Polymers, LLC", "None"
"Solvay America", "None"
"Solvay Chemicals, Inc.", "SVYSF"
"Solvay Solexis, Inc.", "None"
"Sonneborn, LLC", "None"
"Sonoco Products COmpany", "SON"
"South Beaumont Farms", "None"
"South Carolina Public Service Authority", "None"
"South Central Iowa Solid Waste Agency", "None"
"South Central Solid Waste Authority", "None"
"Southcross Gathering, Ltd", "None"
"Southeast Berrien County Landfill Authority", "None"
"Southernc Company", "SO"
"Southern Company", "SO"
"Southern Idaho Regional Solid Waste District", "None"
"Southern Illinois Power Coperative", "None"
"Southern Illinois University", "None"
"Southern Minnesota Beet Sugar Cooperative", "None"
"Southern Minnesota Municipal Power Agency", "None"
"Southern Nevada Water Authority", "None"
"Southern Oklahoma Regional Disposal, Inc.", "None"
"Southern Union Company", "None"
"Southern Union Gas Services, Ltd.", "None"
"Southern Union Pipeline, Ltd.", "None"
"Southern Ute Indian Tribe", "None"
"SOUTH JERSEY INDUSTRIES INC", "SJI"
"South Mississippi Electric Power Association", "None"
"South Stage Landfill, Inc.", "None"
"South Texas Electric Cooperative, Inc.", "None"
"South Utah Valley Solid Waste District", "None"
"Southwest Energy", "None"
"Southwestern Electric Cooperative, Inc.", "None"
"Southwestern Electric Power Company (SWEPCO)", "AEP"
"Southwestern Energy Company", "SWN"
"Southwest Generation Operating Company", "None"
"Southwest Iowa Renewable Energy", "None"
"Southwest Minnesota Agrifuels, LLC", "None"
"Southwire Company", "None"
"Sowega Energy Resources, LLC.", "None"
"Spartanburg County Public Works", "None"
"Spectra Energy", "SE"
"Spectra Energy Corp", "SE"
"Spectra Energy Southeast Supply Header, LLC", "SE"
"Spirit AeroSystems Holdings, Inc.", "SPR"
"SP Newsprint Co. LLC", "None"
"SP Newsprint Holding LLC", "None"
"Spotsylvania County", "None"
"SSAB Enterprises, LLC", "None"
"Stafford County", "None"
"Standard Binghamton, LLC", "None"
"Standard Ethanol, LLC", "None"
"Standard Steel Holdings, LLC", "None"
"Stanislaus Food Products", "None"
"Stark Power Generation I Holdings, LLC", "None"
"Stark Thermo LLC", "None"
"StarPet, Inc.", "None"
"Starwod Energy Group", "None"
"Starwood Energy Group", "None"
"State Government", "None"
"State of Illinois", "None"
"State of Indiana", "None"
"State of Louisiana - Division of Administration", "None"
"State of Maryland", "None"
"State of North Carolina", "None"
"State of North Dakota", "None"
"State of Ohio", "None"
"State Of Utah", "None"
"State of Utah Division of Wildlife Resources", "None"
"State of Wyoming", "None"
"Statoil Gulf of Mexico LLC", "STO"
"St Barbara Cement", "None"
"St. Barbara Cement, Inc.", "None"
"St. Clair County", "None"
"Steelcase Inc", "SCS"
"Steel Dust Recycling LLC", "None"
"Steel Dynamics, INC.", "STLD"
