Unnamed: 0,Company,Total GHG
1546,Cargill inc,29263.0
1547,Jefferson davis landfill commission,9433.0
1548,Jefferson parish government,55927.0
1549,"Cm holdings, inc.",34725.0
1550,Yukon-nevada gold corp.,106620.0
1551,Fortune brands inc.,36896.0
1552,Fortune brands corp.,27159.0
1553,Deere & company,135294.0
1554,The johns hopkins university,24960.0
1555,Berkshire hathaway,135460.0
1556,Johnston county department of public utilities,99062.0
1557,J.r. simplo company,97640.0
1558,"Wellspring capital management, llc",52876.0
1559,Jx nippon oil and energy,45590.0
1560,"Brazos electric power cooperative, inc.",2081342.0
1561,Alphagen power llc,285218.0
1562,"City utilities of springfield, missouri",2883969.0
1563,James valley ethanol,89314.0
1564,"Wtg jameson, l.p.",65383.0
1565,Samson resources,85376.0
1566,"Jefferson county, al",191878.0
1567,"Ri-corp. development, inc",798940.0
1568,Smithfield foods,502.0
1569,Joy global inc.,54733.0
1570,"Kaapa ethanol, llc",60616.0
1571,"Abengoa bioenergy us holding, inc.",129535.0
1572,"Kaiser aluminum fabricated products, llc.",39720.0
1573,Kalaeloa partners l.p.,953479.0
1574,Kamin holdco llc,108883.0
1575,"Kansas ethanol, l.l.c.",57612.0
1576,Kansas state university,41466.0
1577,Kauai island utility cooperative,126826.0
1578,J.m. huber,89337.0
1579,Kellogg company,128889.0
1580,Kent county department of public works,152943.0
1581,State of ohio,211129.0
1582,Northeast solite corporation,59780.0
1583,"Alpha natural resources, inc.",32155.0
1584,Kern front ltd.,27544.0
1585,Kern oil & refining company,155640.0
1586,City of kerrville,8440.0
1587,Keymark corporation,29225.0
1588,Mechel bluestone inc.,36952.0
1589,"Keystone sanitary landfill, inc.",145082.0
1590,Keystone consolidated industries inc,158858.0
1591,County of sacramento,202632.0
1592,Kimberly-clark corporation - world headquarters,134218.0
1593,Kimberly-clark corporation,1171078.0
1594,"Kimberly-clark corporation, owensboro operations",89329.0
1595,King county,157423.0
1596,"King george county, virginia",298974.0
1597,City of kingman ks,3620.0
1598,New jersey meadowlands commission,98145.0
1599,"Transtech industries, inc.",24960.0
1600,"Kmg chemicals, inc.",1430.0
1601,Knauf insulation gmbh,126110.0
1602,Deschutes county,89525.0
1603,"Koch industries,inc.",505364.0
1604,Buzzi unicem usa,232274.0
1605,Kraft foods global inc.,36608.0
1606,"Kraft foods global,inc",34393.0
1607,"Hj heinz co, lp",45255.0
1608,Kraton polymers u.s. llc,306361.0
1609,Kamin holdo llc,27548.0
1610,Michigan public power agency,14023.0
1611,Kapstone paper,707533.0
1612,Kapstone paper and packaging corporation,318168.0
1613,Unified government of wyandotte county/kansas city kansas,3047358.0
1614,County of kauai,71052.0
1615,Crosstex north texas gathering lp,96809.0
1616,Rio tinto america holdings inc.,1210848.0
1617,"Alj regional holdings, inc.",23588.0
1618,Kimble sanitayr landfill,656660.0
1619,"Pe - kingsburg, llc",57449.7
1620,"Kingsburg energy, llc",580.3000000000001
1621,Iberdrola renewables,1168311.0
1622,Iberdrola renewables llc,3170.0
1623,Knox county landfill,81133.0
1624,Kohler co.,93604.0
1625,Koppers inc.,58207.0
1626,Los angeles county,193410.0
1627,L.p. gill incorporated,90870.0
1628,"La crosse county, wisconsin",33429.0
1629,La paz county,39484.0
1630,Lasalle parish police jury,144008.0
1631,"Alcoa, inc",258465.0
1632,"Lake county, montana",9653.0
1633,Lake county dept of utilityes,83420.0
1634,Society of the divine word and the missionary sister servants of the holy spirit,19539.0
1635,"Eif mojave holdings, llc",198167.0
1636,"Conagrafoods, inc.",29135.0
1637,"Lamb-weston/midwest, inc",16564.5
1638,Rdo frozen company,16564.5
1639,Chester county solid waste authority,80445.0
1640,Land and lakes company,224651.0
1641,"Land o'lakes, inc.",33513.0
1642,"Landfill 33, ltd",59633.0
1643,Landfill of north iowa,70975.0
1644,Lanxess corporation,150252.0
1645,"Larimer county, a political subdivision of the state of colorado",33239.5
1646,Lawrence county solid waste,18298.0
1647,"City of lawton, oklahoma",124999.0
1648,Lyondell chemical company,73913.0
1649,Lcy elastomers lp,35375.0
1650,City of lebanon,38878.0
1651,Lee county board of county commissioners,88007.0
1652,City of lee's summit,42709.0
1653,Lehigh white cement company llc,99300.0
1654,"Lehigh hanson, inc.",1620774.0
1655,Lehigh cement company llc,320083.0
1656,Lehigh white cement company,62967.66
1657,Lehigh hanson,1272110.0
1658,"Whemco, inc.",25503.0
1659,Lexington fayette urban county government,102561.0
1660,Chemical lime company of arizona d/b/a lhoist north america,1535603.0
1661,"Chemical lime company of missouri, inc. d/b/a lhoist north america",968702.0
1662,"Chemical lime, ltd. d/b/a lhoist north america",955485.0
1663,"Chemical lime company of alabama, llc d/b/a lhoist north america",1713062.0
1664,"Chemical lime company of virginia, d/b/a lhoist north america",593183.0
1665,Libbey inc,90905.0
1666,Eli lilly & company,24387.0
1667,Lincoln county,41580.0
1668,"Lincoln electric holdings, inc.",28977.0
1669,"Lincoln paper and tissue, llc",52499.0
1670,"Lincolnland agri-energy, llc",70308.0
1671,"Lincolnway energy, llc",168067.0
1672,"Linde gas north america, llc",1146886.0
1673,Linde gas north america llc,1370763.0
1674,"Linde north america, inc",564507.0
1675,City of linden,28047.0
1676,Mccarthy bush corporation,305654.0
1677,Lion oil company,402779.0
1678,City of little rock,52464.0
1679,"Little sioux corn processors, lllp",158176.0
1680,Live oak ltd.,186615.0
1681,Lockheed martin corporation,76558.0
1682,Arco aluminun,100851.6
1683,Novelis corporation,67234.40000000001
1684,Plains lpg services,64424.0
1685,"Buzzi unicem usa, inc",289197.0
1686,Buzzi unicem usa inc,1742096.0
1687,"Anheuser-busch, inbev",65315.0
1688,"Longview fibre paper and packaging, inc.",166387.0
1689,City of la,8281.0
1690,Department of energy,60357.0
1691,"Loudoun county department of general services, division of waste management",12256.0
1692,Louis dreyfus agricultural industries llc,67301.0
1693,Louis dreyfus commodities,163544.0
1694,"Kronos louisiana, inc.",142380.0
1695,Tioxide americas llc,142380.0
1696,State of louisiana - division of administration,102290.0
1697,Loyola university health system,36886.0
1698,The lubrizol corporation,165372.0
1699,"Lucite international, inc.",51406.0
1700,Lucite international,62204.0
1701,"Lufkin industries, inc.",35200.0
1702,"Nextera energy resources, llc",1226357.0
1703,"Terra-gen power, llc",47636.0
1704,Lyon county,21845.0
1705,La paloma generating company llc,2041937.0
1706,Lyondell basell,3494.35
1707,"Linde gas north america, llc",616.65
1708,City of lacy lakeview,103461.0
1709,"Atlantic power holdings, inc",274927.0
1710,North american energy alliance,363180.1
1711,Osaka gas energy america corporation,28380.4
1712,Lamar light and power,211416.0
1713,"Kinder morgan operating partnership ""a""",40648.0
1714,Lancaster county solid waste management authority,155663.0
1715,County of san bernardino solid waste management division,131101.0
1716,Heartland consumers power district,403617.72
1717,Leflore county municipal solid waste landfill,54763.0
1718,Lehigh cement llc new york and delaware,324443.0
1719,Spectra energy,31499.5
1720,Williams co.,13942.5
1721,Manatee county government,132918.0
1722,Lenoir county landfill,44905.0
1723,Lenzing fibers inc,41384.0
1724,"Leon county, fl",103701.0
1725,Leprino foods,47522.0
1726,Leprino foods inc,39559.0
1727,"Lewis & clark county, montana",19160.0
1728,Libbey inc.,72474.0
1729,Liberty electric power,1222584.0
1730,The morning star company,208667.0
1731,Lima refining company,1359076.0
1732,Hovensa llc,5250184.0
1733,Little rapids corporation,29899.0
1734,Livingston county michigan,21252.0
1735,Spotsylvania county,66789.0
1736,"Lockport energy associates, lp.",31102.0
1737,"Iowa waste systems, inc.",57027.0
1738,Logansport municipal utilities,171167.0
1739,Loma linda university,54923.0
1740,"City of fremont, ne",554921.0
1741,Arizona state land department,91325.0
1742,Rc lonestar,317979.0
1743,Prospect capital corporation,61046.0
1744,"City of los angeles, department of airports",47442.0
1745,Los gatos tomato products,50698.0
1746,Gentex power corporation,1189089.0
1747,"Bershire hathaway, inc.",4313822.48
1748,Alliant energy,196082.84
1749,Old dominion electric cooperative,593885.0
1750,Minnesota pollution control agency,11799.0
1751,"Lowell cogeneration company, l.p.",997.0
1752,County of lycoming,83004.0
1753,M&g finanziaria industriale spa,44009.0
1754,Macpherson oil company,206409.0
1755,The madison county department of solid waste and sanitation,28528.0
1756,Lwb holding company,389177.0
1757,Forest preserve district of dupage county,28784.0
1758,Mallinckrodt inc,47716.0
1759,Town of manchester,31408.0
1760,Marathon county,25327.0
1761,"Marcal paper mills holding company, llc",58077.0
1762,Marion county board of county commissioners,57540.0
1763,Marquette county solid waste management authority,76.0
1764,"Marquis energy, llc",205020.0
1765,Marshall municipal utilities,35882.0
1766,Martin county board of county commissioners,13027.0
1767,Martin marietta materials,102351.0
1768,"Martin marietta materials, inc.",1101476.0
1769,Biogas energy solutions,5991.0
1770,"Marysville ethanol, llc",82400.0
1771,Mason county fiscal court,12203.0
1772,Massachusetts port authority,29121.0
1773,Equipower resources corp.,1646732.0
1774,"Maui electric company, ltd.",797041.0
1775,Mayo clinic,83078.0
1776,"Dcp midstream, l.p.",45372.0
1777,"Mccain foods usa, inc.",78588.0
1778,"Mccain foods usa, inc",90562.0
1779,Conoco phillips company,75561.6
1780,"Oneok partners, lp",18890.4
1781,City of tampa,114991.0
1782,"Rustick, llc",29294.0
1783,North texas municipal water district,186535.0
1784,Mckittrick ltd,179042.0
1785,Mcleod health,9795.0
1786,Mcminn county government,33322.0
1787,"Mead johnson & company, llc.",15052.0
1788,Mayflower energy holdings llc,229856.0
1789,Medical center company,135309.0
1790,"Rumpke of indiana, llc",131393.0
1791,Buckeye technologies inc.,34261.0
1792,City of newport news,23612.0
1793,"Kinder morgan operating limited partnership ""a""",57061.5
1794,Mercer lime & stone,207998.0
1795,Brunswick corporation,28253.0
1796,Mesa county government,72319.0
1797,Metro waste authority,65733.0
1798,Metropolitan airports commission,25027.0
1799,"Alliance coal, llc",63132.0
1800,Mexichem fluor inc.,38657.0
1801,Mgm resorts international,129747.0
1802,"Michelin north america, inc.",32568.0
1803,Michigan state government,565918.0
1804,Michigan sugar company,408225.0
1805,"Micron technology, inc.",33715.0
1806,"Standard ethanol, llc",46480.0
1807,"Mid-missouri energy, llc",80411.0
1808,Gloucester county,156322.0
1809,Tennessee board of regents,32363.0
1810,Aera energy llc,566135.5
1811,San joaquin energy company,566135.5
1812,Millercoors,38071.0
1813,Milliken & co.,121983.0
1814,Milliken & company,27627.0
1815,"Thermagen power group, llc",156646.0
1816,Minn-dak farmers cooperative,312547.0
1817,Minnesota soybean processors,48570.0
1818,Atp oil & gas corporation,58664.0
1819,Mississippi county,64176.0
1820,Drummond dolomite,191357.5
1821,Grand river asphalt,191357.5
1822,Mississippi lime company,2821030.0
1823,Phosphate holdings inc,78627.0
1824,Massachusettes institute of technology,154242.0
1825,"Sandridge energy, inc",60449.0
1826,Mitsubishi polycrystalline silicon america corporation,34855.0
1827,"Mitsubishi polyester film, inc",39506.0
1828,Missouri joint municipal electric utility commission,54641.0
1829,Milwaukee metropolitan sewerage district,77958.0
1830,The newark group,106601.0
1831,"City of superior, wisconsin",52940.0
1832,"Modern landfill, inc.",90509.0
1833,Malt-o-meal company,36528.0
1834,The monarch cement company,726689.0
1835,Monmouth county board of chosen freeholders,116816.0
1836,Monroe county solid waste management district,37046.0
1837,Monsanto company,283320.0
1838,Montana waste systems,74265.0
1839,"City of montgomery, montgomery alabama",155646.0
1840,Montmorency-oscoda-alpena waste managemen authority,57123.0
1841,County of montrose,61353.0
1842,"Morgan foods, inc.",24126.0
1843,Morrison county,32323.0
1844,"Morton salt, inc.",318926.0
1845,Morton salt inc,99975.0
1846,Motiva enterprises llc,5954161.0
1847,Androscoggin valley regional refuse district,105846.0
1848,The mount sinai medical center,59369.0
1849,"Mount vernon mills, inc.",175140.0
1850,"Rg steel - wheeling, llc",416527.0
1851,"Mpc generating, llc",14853.0
1852,"Xto energy, inc.",727272.0
1853,Desoto parish police jury,34651.0
1854,Town of munster,45491.0
1855,"Murray county, ga",62555.0
1856,Muskegon county department of public works,25931.0
1857,Motorsport aftermarket group inc.,99.0
1858,Mw/mb llc,29461.0
1859,"Madill gas processing company, l.l.c.",19.5
1860,"City of burbank, california",640293.0
1861,Kings river conservation district,18430.0
1862,Power llc,305985.0
1863,Manitowoc public utilities,357980.0
1864,Nextera energy resources,1734470.0
1865,Southern illinois power coperative,2211243.0
1866,"Marquis energy - wisconsin, llc",95849.0
1867,Mars inc.,37365.0
1868,Ppl generation. llc,592684.0
1869,City of martinsville,33167.0
1870,Power city partners lp,3099.0
1871,Loudon county solid waste disposal commission,85306.0
1872,"Department of sanitation services, city of dallas, texas",475340.0
1873,Mcpherson board of public utilities,2710.0
1874,"Mcwane, inc.",58268.0
1875,"Mcwane, incorporated",48460.0
1876,Mcwane inc.,52168.0
1877,Mecklenburg county,30376.0
1878,"Memphis light, gas and water",170.0
1879,Wisconsin dept. of administration,380725.0
1880,Merck & co. inc,227261.0
1881,Municipality of anchorage - soild waste services,139853.0
1882,Northeast utilities,3322101.0
1883,Sempra generation,3031064.0
1884,Polyone corporation,67396.0
1885,"Michelin north america, inc",44159.0
1886,Michelin north america,29921.0
1887,Optima,28375.0
1888,"Mid-america packaging, llc",372.0
1889,Montgomery regional solid waste authority,13514.0
1890,"Perennial power holdings, inc.",90690.0
1891,Town of middleborough,20936.0
1892,Middlesex utilities authority,364350.0
1893,Midland cogeneration venture,2082170.0
1894,"Gdf suez energy north america, inc.",2804869.0
1895,"Seminole electric cooperative, inc.",9797920.0
1896,Machgen llc,784922.0
1897,Southern idaho regional solid waste district,26406.0
1898,Alliant energy coporation,919059.0
1899,"Minnkota power cooperative, inc.",5012841.0
1900,Sempra energy,1377740.0
1901,Kerr-mcgee oil and gas corporation,11609.0
1902,Mitsubishi cement corporation,856764.0
1903,Conopco,25468.0
1904,Mohawk fine papers inc.,30982.0
1905,Mohawk industries inc,48064.0
1906,Mohegan tribe of indians of connecticut,26606.0
1907,"Kraft foods global, inc.",29961.0
1908,Mid-america packaging llc,191723.0
1909,Montclair state university,34424.0
1910,Montefiore medical center,51351.0
1911,Monterey regional waste management district,133140.0
1912,"Dpl energy, llc",101065.0
1913,Great plains energy incorporated,3421423.0
1914,Interstate waste services,45526.0
1915,City of morgan city,25943.0
1916,"Genon energy, inc.",8311871.0
1917,"Eif morgantown holdings, llc",287659.5
1918,"Rcm morgantown power, ltd",201361.65
1919,"City of morris, illinois",59633.0
1920,Hamblen county solid waste system,95295.0
1921,South mississippi electric power association,2653187.0
1922,"Mostoller landfill, inc.",73807.0
1923,Oil-dri corporation of america,14192.0
1924,Gdf suez energy north america inc.,478703.0
1925,Mt carmel cogen inc.,505607.0
1926,Jefferson county,5164.0
1927,Muscatine power and water,1793962.0
1928,Denver city energy associates,419369.0
1929,Gs electric generating cooperative,419369.0
1930,Yoakum electric generating cooperative,47092.0
1931,Ozark mountain solid waste district,52209.0
1932,Nan ya plastics corporation of america,154589.0
1933,United states premium beef ltd,87689.34
1934,National cement company,804760.0
1935,"New ngc, inc.",387150.0
1936,U.s. government ~ chief of naval research,25581.0
1937,"Navistar, inc",27876.0
1938,North carolina electric membership corporation,253908.0
1939,State of north carolina,71073.0
1940,Northeast mississippi solid waste management authority,73498.0
1941,County of butte,8163.0
1942,"Neenah paper, inc.",167986.0
1943,"Nemak usa, inc.",27506.0
1944,Nestle purina petcare company,92092.0
1945,"Nestle usa, inc.",71703.0
1946,Steuben county,20139.0
1947,New hanover county,140398.0
1948,Florida crystals corporation,35317.0
1949,New mexico state university,35568.0
1950,Richmond sanitary district,28815.0
1951,New river resource authority,25399.0
1952,New river solid waste association,47798.0
1953,"Wicomico county, maryland",36381.0
1954,Newman & company,29530.0
1955,Newmont usa limited,81507.0
1956,Newton county board of commissioners,48857.0
1957,Steering holding inc.,85774.0
1958,National fuel gas company,236699.0
1959,"Ngc industries, inc.",72630.0
1960,Pipeco,289505.0
1961,Pipeco llc,563876.0
1962,Quanex building products,71724.0
1963,"Alaska electric and energy cooperative, inc.",181393.0
1964,"Nissan north america, inc.",33957.0
1965,"Nissan north america, inc",68306.0
1966,Nlmk indiana,109533.0
1967,Duferco us investment corp.,149407.0
1968,Northeast nebraska solid coalition,47291.0
1969,Rumpke consolidated companies inc.,146768.0
1970,Nonpareil corporation,34252.0
1971,Norfolk southern corporation,53297.0
1972,Compass minerals,51914.0
1973,Salt river pima-maricopa indian community,12645.0
1974,Miami-dade county department of solid waste management,762062.0
1975,State of north dakota,79521.0
1976,City of san diego,213438.0
1977,North star bluescope llc,279465.0
1978,City of northampton massachusetts,34174.0
1979,Northeast arkansas regional solid waste management district,77565.0
1980,Poet llc,16394.18
1981,"City of spokane, washington",9895.0
1982,Northwestern university,102220.0
1983,Novartis pharmaceuticals corporation,29552.0
1984,Novelis incorporation,48858.0
1985,Novelis inc.,34160.0
1986,Novelis corporation,152366.0
1987,Northern california power agency,5558.0
1988,Nrg energy inc,131453.0
1989,Energy systems co.,57741.0
1990,Nucor corporation,3252876.71
1991,Nucor steel corporation,353869.0
1992,Nucor corporation,92282.0
1993,Yamato holding corporation,104180.25
1994,Central farmers cooperative,84273.93000000001
1995,Rex american resources,79316.64
1996,Nyc- dept. of correction,52956.0
1997,"Synagro - central, llc",9886.2
1998,"Synagro - south, llc",6590.8
1999,New york state government,72966.0
2000,Collier county,63310.0
2001,Gdf suez energy north america inc.,258724.0
2002,"National beef packing company, llc",26610.21
2003,"Eurofresh, inc.",80117.0
2004,Arizona public service co.,2279208.54
2005,Naval submarine base new london,34062.0
2006,Utah associated municipal power systems,179959.0
2007,"Zeeland farm services, inc.",35547.59
2008,Nelson county fiscal court,59450.0
2009,Nelson industrial steam company,1287335.0
2010,J.l. french corporation gateway,33089.0
2011,Nestle usa inc.,39161.0
2012,Howard county,26501.0
2013,Machgen llc,648241.0
2014,New york and presbyterian hospitals inc.,193548.0
2015,Newark bay cogeneration partnership lp,171385.0
2016,Usrg,82073.0
2017,"Nicor, inc",25551.0
2018,New energy corp.,261556.0
2019,Noranda aluminum holding corporation,661651.0
2020,"Motiva enterprises, llc",3872626.0
2021,Nan,3872626.0
2022,North american stainless,268024.0
2023,"Fpl energy operation services, inc",224500.0
2024,"Suez energy generation na, inc",224500.0
2025,"Idacorp, inc",1387034.5
2026,Nv energy,1387034.5
2027,Northeast missouri grain llc dba poet biorefining-macon,83630.0
2028,Chesterfield county,13726.0
2029,Northern border pipeline company,1131954.0
2030,"National grid generation, llc",2777716.0
2031,Northwest iowa area solid waste agency,52231.0
2032,Gerdau ameristeel,94283.5
2033,Chicago department of aviation,52222.0
2034,Clf pinnoak llc,51319.0
2035,Questar corporation,101376.0
2036,Occidental petroleum corporations,1450827.0
2037,Ocean county landfill corporation,117558.0
2038,Chevron pipeline company,46909.5
2039,"Oneok partnership, l.p.",26161.0
2040,Ohio county fiscal court,57833.0
2041,Ohio valley aluminum llc,29457.0
2042,Enpower corp,161551.0
2043,Oklahoma state university,36576.0
2044,Oldcastle lawn and garden,5502.0
2045,Olin corporation,27173.0
2046,Olmsted county,60354.0
2047,O.l.s. acquisition corporation,109036.0
2048,Omega jv2,1367.0
2049,"One earth energy, llc",161212.0
2050,Onslow county,112030.0
2051,Orange county utilities - solid waste division,345814.0
2052,Landfill management co.,34930.0
2053,Ormet primary aluminum corporation,648435.0
2054,City of orrville,485934.0
2055,Seminole county board of county commissioners,104136.0
2056,Osram sylvania inc,37810.0
2057,"Osram sylvania, inc.",41473.0
2058,Ottumwa/wapello county solid waste commission,38545.0
2059,"Outagamie county, wisconsin",32676.0
2060,"Owens-illinois, inc.",1038300.0
2061,"Owens corning, inc.",48162.0
2062,Owens corning,242684.0
2063,"Owens-illinois, inc",135776.0
2064,"Owensboro grain company, llc",82323.0
2065,"Oxbow carbon & minerals holdings, inc.",726048.0
2066,"Oxbow carbon and minerals holdings, inc.",249908.0
2067,Oxea corp,343765.0
2068,Occidental petroleum  corporation,41287.0
2069,"Johnson and lindley, inc",8191.799999999999
2070,Transcanada pipeline usa ltd.,668788.0
2071,Powersmith cogeneration,188192.0
2072,Oklahoma environmental management authority,52742.0
2073,"Olam west coast, inc.",29557.0
2074,"Arrowhead pipeline, l.p.",58916.0
2075,"Optim energy, llc",4337823.0
2076,Norther star generation llc,148381.0
2077,Orange county,79609.0
2078,J-power usa,34609.0
2079,Order of saint benedict/saint john's university,27373.0
2080,Usg corporation,381526.0
2081,Ventura regional sanitation district,109717.74
2082,City of oxnard,36923.37
2083,P h glatfelter company - chillicothe facility,793793.0
2084,Joy global,12114.0
2085,Joy global inc,1076.0
2086,P.h. glatfelter,894425.0
2087,Monsanto,203817.0
2088,Pacific coast building products,41863.0
2089,Pacific coast producers,43249.0
2090,"Aventine renewable energy, inc.",524975.0
2091,Pacific ethanol holding co,85939.20000000001
2092,Packaging corporation of america,907003.0
2093,Us enrichment corporation,79823.0
2094,"City of painesville, ohio",111462.0
2095,Panhandle eastern pipe line company,732496.0
2096,Panhandle eastern pipeline company,198173.0
2097,"Paperworks industries, inc.",112612.0
2098,Campbell soup compnay,37399.0
2099,Parkchester south condominium,44341.0
2100,Petrobras usa,813474.0
2101,Passaic valley sewerage commissioners,24828.0
2102,"Mincorp, inc.",29410.0
2103,"Potash holding company, inc.",3852846.0
2104,"Pcs nitrogen ohio, l.p.",1096913.0
2105,"Olympus power, llc.",130583.0
2106,"South texas electric cooperative, inc.",209224.0
2107,Southern union company,18763.0
2108,"Pelican refining company, llc",2908.0
2109,The pennsylvania state university,214493.0
2110,Set perc investment llc,54028.2
2111,"Joint solid waste disposal board, city and county of peoria",139322.0
2112,Escambia county board of county commissioners,243747.0
2113,Perdue farms inc.,104403.0
2114,Perdue farms inc,55318.0
2115,Sun capital,29493.0
2116,Perry ridge landfill,32859.0
2117,Peru utilities,69.0
2118,"Pete lien & sons, inc.",216515.0
2119,"Cfs group disposal and recycling services, llc",37068.0
2120,Arctic slope regional corporation,828.0
2121,Arctic slope regional corporations,52144.0
2122,Pacific gas and electric company,1881517.0
2123,"Pfizer, inc.",255826.0
2124,"Altria group, inc.",183880.0
2125,Conocophillips co,1756063.0
2126,Pike sanitation inc.,69360.0
2127,"Pilkington holdings, inc.",294052.0
2128,"Pilkington holdings, inc",97103.0
2129,"Pine lake corn processors, lllp",48751.0
2130,Pinellas county board of county commissioners,550483.0
2131,Pinnacle ethanol llc d/b/a poet biorefining - corning,103703.0
2132,"Charles county, md",1938.0
2133,Pittsburgh corning corporation,35598.0
2134,"Pittsburgh glass works, llc",161763.0
2135,Placid refining co llc,596813.0
2136,Crosstex energy services lp,113697.0
2137,Plains exploration& production company,78625.0
2138,Planis exploration & production company,31721.0
2139,City of mount pleasant,88328.0
2140,Pmc group,91713.0
2141,"Project orange associates, llc",73573.0
2142,Horizon ethanol dba poet biorefining-jewell,87034.0
2143,"Missouri ethanol, llc d/b/a poet biorefining - laddonia",59903.0
2144,Summit ethanol dba poet biorefining - leipsic,106152.0
2145,Frontier ethanol dba poet biorefining- gowrie,97743.0
2146,North manchester ethanol d/b/a poet biorefining,96860.0
2147,"Poet research center, inc.",17617.0
2148,"Formosa hydrocarbons company, inc.",44884.0
2149,"Polartec, llc",26279.0
2150,"Polk county, tx",54302.0
2151,Blue earth county environmental services,29428.0
2152,Port townsend paper corporation,109005.0
2153,"Ralcorp holdings, inc.",42386.0
2154,"Potrero hills landfill, inc.",211944.0
2155,"Ppg industries, inc",14265.0
2156,"Ppg industries, inc.",93595.0
2157,Pq corporation,239453.0
2158,Puerto rico electric power authority,3199043.0
2159,Prairie ethanol llc dba poet biorefining,99751.0
2160,Prairie power inc,75693.0
2161,Prairie state energy campus management company,326.0
2162,Will county,202859.0
2163,Pratt industries,19264.0
2164,Pratt industries usa,105507.0
2165,"Praxair, inc.",2258776.0
2166,"Praxair, inc",550549.0
2167,Preble county board of commissioners,55444.0
2168,Premier ethanol,98376.0
2169,"Prince george's county government, department of environmental resources, waste management division",297137.0
2170,"Prince william county, public works department, solid waste division",71784.0
2171,"Pro-corn, llc",44163.0
2172,Kobe steel usa inc.,35186.5
2173,"Uss galvanizing, inc.",35186.5
2174,The procter & gamble company,1232636.0
2175,The procter & gamble paper products company,304901.0
2176,"Caterpillar, inc.",28164.0
2177,Solae llc,102608.0
2178,City of pulaski public works,7073.0
2179,Pursue energy corp.,37516.0
2180,Putnam couny bocc,68367.0
2181,Breitburn energy company lp,36099.0
2182,Aventine renewable energy,81718.0
2183,"Reynolds group holdings, inc.",32939.0
2184,Lg&e and ku energy,8732.0
2185,Paducah power system,23787.0
2186,Panoche energy center llc,110256.0
2187,Panther creek partners,978495.0
2188,Dsm pharmaceutical products,32319.0
2189,Pbf energy,1650759.0
2190,Pedricktown cogeneration co. lp,82502.0
2191,Enterprise products operating lp,69728.0
2192,City of pella,90967.0
2193,Pollution control financing authority of camden county,57307.0
2194,Bioenergy holdings llc,166303.0
2195,Bionol clearfield holdco llc,166303.0
2196,Pfizer inc,120888.0
2197,Pfizer,54848.0
2198,"Sunoco, inc",4606243.0
2199,Philips electronics north american corp.,43460.0
2200,Canyon county solid waste department,71384.0
2201,Pike county fiscal court department of solid waste,48849.0
2202,Pilkington holdings inc.,181717.0
2203,Four-s oil company,392192.0
2204,Pinelawn power llc,87791.0
2205,Colmac clarion,308023.0
2206,"Enterprise products operating, l.p.",35317.0
2207,", inc [registered agent: the corporation trust company of nevada]",92481.0
2208,"Pixley cogen partners, llc",63237.0
2209,Venoco inc.,63708.0
2210,Municipal energy agency of mississippi,117714.42
2211,Plymouth energy llc.,75807.0
2212,Polk county board of county commissioners,375180.0
2213,Oklahoma municipal power authority,20388.0
2214,City of ponca city,39818.0
2215,Municipality of ponce,136820.0
2216,National grid port jefferson energy center llc,393448.0
2217,Portland general electric,1024224.0
2218,"Dairiconcepts, llc",29830.0
2219,Braintree electric light department,66411.0
2220,Greenville electric utility system,37160.0
2221,Pratt industries llc,94105.0
2222,"Praxair,inc",1016027.0
2223,Integrys energy group inc,7146793.04
2224,Val verde gas gathering company l.p.,27994.0
2225,State of indiana,431997.0
2226,"Tr-state generation and transmission association, inc.",33043.0
2227,"Waste connections, inc",91253.0
2228,Quad county corn processors,41517.0
2229,Qualcomm incorporated,26940.0
2230,Mayor and city council of baltimore,146410.0
2231,"Eco bat indiana, llc",51036.0
2232,"Quad/graphics, inc.",55794.0
2233,Atlantic power corporation,301056.0
2234,"Atlantic power holdings, inc.",124729.0
2235,"Quemetco west, llc",49012.0
2236,Lifespan,49520.0
2237,Reynolds american inc.,53829.0
2238,Rain cii carbon llc,791800.0
2239,The kraft group,89115.0
2240,"600 land, inc",426206.0
2241,City of rapid city,52124.0
2242,"Rayonier, inc",26331.0
2243,Rayonier performance fibers llc,174491.0
2244,Rec silicon inc,163436.0
2245,"Recast energy, llc",52322.0
2246,Recology,143352.0
2247,Teck american incorporated,146813.0
2248,Us department of the army,48527.0
2249,Red trail energy llc,175647.0
2250,"Redfield energy, llc",69562.0
2251,Tesoro corporation,6200678.0
2252,Ecomaine,57249.0
2253,Frederick county board of county commissioners,88433.0
2254,Reno county,146893.0
2255,Republic paperboard co,53573.0
2256,Republic engineered products llc,72738.0
2257,Ecobat,60381.0
2258,Severstal sparrows point llc,2114042.0
2259,"Rg steel, llc",3006831.0
2260,Rhode island resource recovery corporation,264556.0
2261,Rice county,47802.0
2262,"Riceland foods, inc.",31037.0
2263,Richfield landfill inc.,166775.0
2264,County of monroe,178715.0
2265,Rio bravo jasmin,333455.0
2266,Rio bravo poso,346115.0
2267,River birch inc.,441186.0
2268,City of riverview,288870.0
2269,"Titan america, llc",1139683.0
2270,"Steel dynamics, inc.",137547.0
2271,Tyson foods inc.,143426.0
2272,Robeson county,64492.0
2273,Rochester district heating cooperative,28412.0
2274,Rockingham county,86599.0
2275,Rock-tenn company,2677587.0
2276,Rocky mountain bottle company llc,84357.0
