"Company","Total GHG"
AlphaGen Power LLC,285218.0
"City Utilities of Springfield, Missouri",2883969.0
James Valley Ethanol,89314.0
"WTG Jameson, L.P.",65383.0
Samson Resources,85376.0
"Jefferson County, AL",191878.0
"Ri-Corp. Development, Inc",798940.0
Smithfield Foods,502.0
Joy Global Inc.,54733.0
"KAAPA Ethanol, LLC",60616.0
"Abengoa Bioenergy US Holding, Inc.",129535.0
"Kaiser Aluminum Fabricated Products, LLC.",39720.0
Kalaeloa Partners L.P.,953479.0
KaMin Holdco LLC,108883.0
"Kansas Ethanol, L.L.C.",57612.0
Kansas State University,41466.0
Kauai Island Utility Cooperative,126826.0
J.M. Huber,89337.0
Kellogg Company,128889.0
Kent County Department of Public Works,152943.0
State of Ohio,211129.0
Northeast Solite Corporation,59780.0
"Alpha Natural Resources, Inc.",32155.0
Kern Front Ltd.,27544.0
Kern Oil & Refining Company,155640.0
City of Kerrville,8440.0
Keymark Corporation,29225.0
Mechel Bluestone Inc.,36952.0
"Keystone Sanitary Landfill, Inc.",145082.0
KEYSTONE CONSOLIDATED INDUSTRIES INC,158858.0
County of Sacramento,202632.0
Kimberly-Clark Corporation - World Headquarters,134218.0
Kimberly-Clark Corporation,1171078.0
"Kimberly-Clark Corporation, Owensboro Operations",89329.0
King County,157423.0
"King George County, Virginia",298974.0
City of Kingman KS,3620.0
New Jersey Meadowlands Commission,98145.0
"Transtech Industries, Inc.",24960.0
"KMG Chemicals, Inc.",1430.0
Knauf Insulation GmbH,126110.0
Deschutes County,89525.0
"Koch Industries,Inc.",505364.0
BUZZI UNICEM USA,232274.0
Kraft Foods Global Inc.,36608.0
"KRAFT FOODS GLOBAL,INC",34393.0
"HJ Heinz Co, LP",45255.0
KRATON POLYMERS U.S. LLC,306361.0
KaMin Holdo LLC,27548.0
Michigan Public Power Agency,14023.0
KapStone Paper,707533.0
KapStone Paper and Packaging Corporation,318168.0
Unified Government of Wyandotte County/Kansas City Kansas,3047358.0
County of Kauai,71052.0
Crosstex North Texas Gathering LP,96809.0
Rio Tinto America Holdings Inc.,1210848.0
"ALJ Regional Holdings, Inc.",23588.0
Kimble Sanitayr Landfill,656660.0
"PE - Kingsburg, LLC",57449.7
"Kingsburg Energy, LLC",580.3000000000001
Iberdrola Renewables,1168311.0
Iberdrola Renewables LLC,3170.0
Knox County Landfill,81133.0
Kohler Co.,93604.0
Koppers Inc.,58207.0
Los Angeles County,193410.0
L.P. Gill Incorporated,90870.0
"La Crosse County, Wisconsin",33429.0
La Paz County,39484.0
LaSalle Parish Police Jury,144008.0
"Alcoa, Inc",258465.0
"Lake County, Montana",9653.0
Lake County Dept of Utilityes,83420.0
Society of the Divine Word and the Missionary Sister Servants of the Holy Spirit,19539.0
"EIF Mojave Holdings, LLC",198167.0
"ConAgraFoods, Inc.",29135.0
"Lamb-Weston/Midwest, Inc",16564.5
RDO Frozen Company,16564.5
Chester County Solid Waste Authority,80445.0
Land and Lakes Company,224651.0
"Land O'Lakes, Inc.",33513.0
"Landfill 33, LTD",59633.0
Landfill of North Iowa,70975.0
Lanxess Corporation,150252.0
"Larimer County, a political subdivision of the State of Colorado",33239.5
Lawrence County Solid Waste,18298.0
"City of Lawton, Oklahoma",124999.0
Lyondell Chemical Company,73913.0
LCY Elastomers LP,35375.0
City of Lebanon,38878.0
Lee County Board of County Commissioners,88007.0
City of Lee's Summit,42709.0
Lehigh White Cement Company LLC,99300.0
"Lehigh Hanson, Inc.",1620774.0
Lehigh Cement Company LLC,320083.0
Lehigh White Cement Company,62967.66
Lehigh Hanson,1272110.0
"WHEMCO, Inc.",25503.0
Lexington Fayette Urban County Government,102561.0
Chemical Lime Company of Arizona d/b/a Lhoist North America,1535603.0
"Chemical Lime Company of Missouri, Inc. d/b/a Lhoist North America",968702.0
"Chemical Lime, Ltd. d/b/a Lhoist North America",955485.0
"Chemical Lime Company of Alabama, LLC d/b/a Lhoist North America",1713062.0
"Chemical Lime Company of Virginia, d/b/a Lhoist North America",593183.0
Libbey Inc,90905.0
Eli Lilly & Company,24387.0
Lincoln County,41580.0
"Lincoln Electric Holdings, Inc.",28977.0
"Lincoln Paper and Tissue, LLC",52499.0
"Lincolnland Agri-Energy, LLC",70308.0
"Lincolnway Energy, LLC",168067.0
"Linde Gas North America, LLC",1146886.0
Linde Gas North America LLC,1370763.0
"Linde North America, Inc",564507.0
City of Linden,28047.0
McCarthy Bush Corporation,305654.0
Lion Oil Company,402779.0
City of Little Rock,52464.0
"LITTLE SIOUX CORN PROCESSORS, LLLP",158176.0
Live Oak Ltd.,186615.0
Lockheed Martin Corporation,76558.0
ARCO Aluminun,100851.59999999999
Novelis Corporation,67234.40000000001
Plains LPG Services,64424.0
"Buzzi Unicem USA, Inc",289197.0
Buzzi Unicem USA Inc,1742096.0
"Anheuser-Busch, InBev",65315.0
"Longview Fibre Paper and Packaging, Inc.",166387.0
City of LA,8281.0
Department of Energy,60357.0
"Loudoun County Department of General Services, Division of Waste Management",12256.0
Louis Dreyfus Agricultural Industries LLC,67301.0
Louis Dreyfus Commodities,163544.0
"KRONOS Louisiana, Inc.",142380.0
Tioxide Americas LLC,142380.0
State of Louisiana - Division of Administration,102290.0
Loyola University Health System,36886.0
The Lubrizol Corporation,165372.0
"Lucite International, Inc.",51406.0
Lucite International,62204.0
"Lufkin Industries, Inc.",35200.0
"NextEra Energy Resources, LLC",1226357.0
"Terra-Gen Power, LLC",47636.0
Lyon County,21845.0
La Paloma Generating Company LLC,2041937.0
Lyondell Basell,3494.35
"Linde Gas North America, LLC",616.65
City of Lacy Lakeview,103461.0
"Atlantic Power Holdings, Inc",274927.0
North American Energy Alliance,363180.1
Osaka Gas Energy America Corporation,28380.4
Lamar Light and Power,211416.0
"Kinder Morgan Operating Partnership ""A""",40648.0
Lancaster County Solid Waste Management Authority,155663.0
County of San Bernardino Solid Waste Management Division,131101.0
Heartland Consumers Power District,403617.72
Leflore County Municipal Solid Waste Landfill,54763.0
Lehigh Cement LLC New York and Delaware,324443.0
Spectra Energy,31499.5
Williams Co.,13942.5
Manatee County Government,132918.0
Lenoir County Landfill,44905.0
Lenzing Fibers Inc,41384.0
"Leon County, FL",103701.0
Leprino Foods,47522.0
Leprino Foods Inc,39559.0
"Lewis & Clark County, Montana",19160.0
Libbey Inc.,72474.0
Liberty Electric Power,1222584.0
The Morning Star Company,208667.0
Lima Refining Company,1359076.0
HOVENSA LLC,5250184.0
Little Rapids Corporation,29899.0
LIVINGSTON COUNTY MICHIGAN,21252.0
Spotsylvania County,66789.0
"Lockport Energy Associates, LP.",31102.0
"Iowa Waste Systems, Inc.",57027.0
Logansport Municipal Utilities,171167.0
Loma Linda University,54923.0
"City of Fremont, NE",554921.0
Arizona State Land Department,91325.0
RC Lonestar,317979.0
Prospect Capital Corporation,61046.0
"City of Los Angeles, Department of Airports",47442.0
Los Gatos Tomato Products,50698.0
GenTex Power Corporation,1189089.0
"Bershire Hathaway, Inc.",4313822.48
Alliant Energy,196082.84
Old Dominion Electric Cooperative,593885.0
MINNESOTA POLLUTION CONTROL AGENCY,11799.0
"Lowell Cogeneration Company, L.P.",997.0
County of Lycoming,83004.0
M&G Finanziaria Industriale SPA,44009.0
Macpherson Oil Company,206409.0
The Madison County Department of Solid Waste and Sanitation,28528.0
LWB Holding Company,389177.0
Forest Preserve District of Dupage county,28784.0
Mallinckrodt Inc,47716.0
Town of Manchester,31408.0
Marathon County,25327.0
"Marcal Paper Mills Holding Company, LLC",58077.0
Marion County Board of County Commissioners,57540.0
Marquette County Solid Waste Management Authority,76.0
"Marquis Energy, LLC",205020.0
Marshall Municipal Utilities,35882.0
Martin County Board of County Commissioners,13027.0
Martin Marietta Materials,102351.0
"Martin Marietta Materials, Inc.",1101476.0
Biogas Energy Solutions,5991.0
"Marysville Ethanol, LLC",82400.0
Mason County Fiscal Court,12203.0
Massachusetts Port Authority,29121.0
EquiPower Resources Corp.,1646732.0
"Maui Electric Company, Ltd.",797041.0
Mayo Clinic,83078.0
"DCP Midstream, L.P.",45372.0
"McCain Foods USA, Inc.",78588.0
"McCain Foods USA, Inc",90562.0
Conoco Phillips Company,75561.6
"ONEOK Partners, LP",18890.4
City of Tampa,114991.0
"Rustick, LLC",29294.0
North Texas Municipal Water District,186535.0
McKittrick Ltd,179042.0
McLeod Health,9795.0
McMinn County Government,33322.0
"Mead Johnson & Company, LLC.",15052.0
Mayflower Energy Holdings LLC,229856.0
Medical Center Company,135309.0
"Rumpke of Indiana, LLC",131393.0
Buckeye Technologies Inc.,34261.0
City of Newport News,23612.0
"Kinder Morgan Operating Limited Partnership ""A""",57061.5
Mercer Lime & Stone,207998.0
Brunswick Corporation,28253.0
Mesa County Government,72319.0
Metro Waste Authority,65733.0
Metropolitan Airports Commission,25027.0
"Alliance Coal, LLC",63132.0
Mexichem Fluor Inc.,38657.0
MGM Resorts International,129747.0
"Michelin North America, Inc.",32568.0
Michigan State Government,565918.0
Michigan Sugar Company,408225.0
"Micron Technology, Inc.",33715.0
"Standard Ethanol, LLC",46480.0
"Mid-Missouri Energy, LLC",80411.0
Gloucester County,156322.0
Tennessee Board of Regents,32363.0
Aera Energy LLC,566135.5
San Joaquin Energy Company,566135.5
MillerCoors,38071.0
Milliken & Co.,121983.0
Milliken & Company,27627.0
"Thermagen Power Group, LLC",156646.0
Minn-Dak Farmers Cooperative,312547.0
Minnesota Soybean Processors,48570.0
ATP Oil & Gas Corporation,58664.0
Mississippi County,64176.0
Drummond Dolomite,191357.5
Grand River Asphalt,191357.5
Mississippi Lime Company,2821030.0
Phosphate Holdings Inc,78627.0
Massachusettes Institute of Technology,154242.0
"Sandridge Energy, Inc",60449.0
Mitsubishi Polycrystalline Silicon America Corporation,34855.0
"Mitsubishi Polyester Film, Inc",39506.0
Missouri Joint Municipal Electric Utility Commission,54641.0
Milwaukee Metropolitan Sewerage District,77958.0
The Newark Group,106601.0
"City of Superior, Wisconsin",52940.0
"Modern Landfill, Inc.",90509.0
Malt-O-Meal Company,36528.0
The Monarch Cement Company,726689.0
Monmouth County Board of Chosen Freeholders,116816.0
Monroe County Solid Waste Management District,37046.0
Monsanto Company,283320.0
Montana Waste Systems,74265.0
"City of Montgomery, Montgomery Alabama",155646.0
Montmorency-Oscoda-Alpena Waste Managemen Authority,57123.0
County of Montrose,61353.0
"Morgan Foods, Inc.",24126.0
Morrison County,32323.0
"Morton Salt, Inc.",318926.0
Morton Salt Inc,99975.0
Motiva Enterprises LLC,5954161.0
Androscoggin Valley Regional Refuse District,105846.0
The Mount Sinai Medical Center,59369.0
"Mount Vernon Mills, Inc.",175140.0
"RG Steel - Wheeling, LLC",416527.0
"MPC Generating, LLC",14853.0
"XTO Energy, Inc.",727272.0
DeSoto Parish Police Jury,34651.0
Town of Munster,45491.0
"Murray County, GA",62555.0
Muskegon County Department of Public Works,25931.0
MOTORSPORT AFTERMARKET GROUP INC.,99.0
MW/MB LLC,29461.0
"Madill Gas Processing Company, L.L.C.",19.5
"City of Burbank, California",640293.0
Kings River Conservation District,18430.0
Power LLC,305985.0
Manitowoc Public Utilities,357980.0
NextEra Energy Resources,1734470.0
Southern Illinois Power Coperative,2211243.0
"Marquis Energy - Wisconsin, LLC",95849.0
Mars Inc.,37365.0
PPL Generation. LLC,592684.0
City of Martinsville,33167.0
Power City Partners LP,3099.0
LOUDON COUNTY SOLID WASTE DISPOSAL COMMISSION,85306.0
"Department of Sanitation Services, City of Dallas, Texas",475340.0
McPherson Board of Public Utilities,2710.0
"McWane, Inc.",58268.0
"McWane, Incorporated",48460.0
McWane Inc.,52168.0
Mecklenburg County,30376.0
"Memphis Light, Gas and Water",170.0
Wisconsin Dept. of Administration,380725.0
Merck & Co. Inc,227261.0
Municipality of Anchorage - Soild Waste Services,139853.0
Northeast Utilities,3322101.0
Sempra Generation,3031064.0
PolyOne Corporation,67396.0
"Michelin North America, Inc",44159.0
Michelin North America,29921.0
OPTIMA,28375.0
"Mid-America Packaging, LLC",372.0
Montgomery Regional Solid Waste Authority,13514.0
"Perennial Power Holdings, Inc.",90690.0
Town of Middleborough,20936.0
Middlesex Utilities Authority,364350.0
Midland Cogeneration Venture,2082170.0
"GDF Suez Energy North America, Inc.",2804869.0
"Seminole Electric Cooperative, Inc.",9797920.0
MACHGen LLC,784922.0
Southern Idaho Regional Solid Waste District,26406.0
Alliant Energy Coporation,919059.0
"Minnkota Power Cooperative, Inc.",5012841.0
Sempra Energy,1377740.0
Kerr-McGee Oil and Gas Corporation,11609.0
Mitsubishi Cement Corporation,856764.0
Conopco,25468.0
Mohawk Fine Papers Inc.,30982.0
Mohawk Industries Inc,48064.0
Mohegan Tribe of Indians of Connecticut,26606.0
"Kraft Foods Global, Inc.",29961.0
Mid-America Packaging LLC,191723.0
Montclair State University,34424.0
Montefiore Medical Center,51351.0
Monterey Regional Waste Management District,133140.0
"DPL Energy, LLC",101065.0
Great Plains Energy Incorporated,3421423.0
Interstate Waste Services,45526.0
City of Morgan City,25943.0
"GenOn Energy, Inc.",8311871.0
"EIF Morgantown Holdings, LLC",287659.5
"RCM Morgantown Power, LTD",201361.65
"City of Morris, Illinois",59633.0
Hamblen County Solid Waste System,95295.0
South Mississippi Electric Power Association,2653187.0
"Mostoller Landfill, Inc.",73807.0
Oil-Dri Corporation of America,14192.0
GDF Suez Energy North America Inc.,478703.0
Mt Carmel Cogen Inc.,505607.0
JEFFERSON COUNTY,5164.0
Muscatine Power and Water,1793962.0
Denver City Energy Associates,419369.0
GS Electric Generating Cooperative,419369.0
Yoakum Electric Generating Cooperative,47092.0
Ozark Mountain Solid Waste District,52209.0
Nan Ya Plastics Corporation of America,154589.0
United States Premium Beef Ltd,87689.34
National Cement Company,804760.0
"New NGC, Inc.",387150.0
U.S. GOVERNMENT ~ CHIEF OF NAVAL RESEARCH,25581.0
"Navistar, Inc",27876.0
North Carolina Electric Membership Corporation,253908.0
State of North Carolina,71073.0
Northeast Mississippi Solid Waste Management Authority,73498.0
County of Butte,8163.0
"Neenah Paper, Inc.",167986.0
"Nemak USA, Inc.",27506.0
Nestle Purina PetCare Company,92092.0
"NESTLE USA, INC.",71703.0
Steuben County,20139.0
New Hanover County,140398.0
Florida Crystals Corporation,35317.0
New Mexico State University,35568.0
Richmond Sanitary District,28815.0
New River Resource Authority,25399.0
NEW RIVER SOLID WASTE ASSOCIATION,47798.0
"Wicomico County, Maryland",36381.0
Newman & Company,29530.0
Newmont USA Limited,81507.0
Newton County Board of Commissioners,48857.0
Steering Holding Inc.,85774.0
National Fuel Gas Company,236699.0
"NGC Industries, Inc.",72630.0
Pipeco,289505.0
Pipeco LLC,563876.0
Quanex Building Products,71724.0
"Alaska Electric and Energy Cooperative, Inc.",181393.0
"Nissan North America, Inc.",33957.0
"Nissan North America, Inc",68306.0
NLMK Indiana,109533.0
Duferco US Investment Corp.,149407.0
Northeast Nebraska Solid Coalition,47291.0
Rumpke Consolidated Companies Inc.,146768.0
Nonpareil Corporation,34252.0
Norfolk Southern Corporation,53297.0
Compass Minerals,51914.0
Salt River Pima-Maricopa Indian Community,12645.0
Miami-Dade County Department of Solid Waste Management,762062.0
State of North Dakota,79521.0
City of San Diego,213438.0
North Star BlueScope LLC,279465.0
City of Northampton Massachusetts,34174.0
Northeast Arkansas Regional Solid Waste Management District,77565.0
POET LLC,16394.18
"City of Spokane, Washington",9895.0
Northwestern University,102220.0
Novartis Pharmaceuticals Corporation,29552.0
Novelis Incorporation,48858.0
Novelis Inc.,34160.0
Novelis Corporation,152366.0
NORTHERN CALIFORNIA POWER AGENCY,5558.0
NRG Energy INC,131453.0
Energy Systems Co.,57741.0
Nucor Corporation,3252876.71
Nucor Steel Corporation,353869.0
NUCOR CORPORATION,92282.0
Yamato Holding Corporation,104180.25
Central Farmers Cooperative,84273.93000000001
Rex American Resources,79316.64
NYC- Dept. of Correction,52956.0
"Synagro - Central, LLC",9886.199999999999
"Synagro - South, LLC",6590.8
New York State Government,72966.0
Collier County,63310.0
GDF SUEZ Energy North America Inc.,258724.0
"National Beef Packing Company, LLC",26610.21
"Eurofresh, Inc.",80117.0
Arizona Public Service Co.,2279208.54
Naval Submarine Base New London,34062.0
Utah Associated Municipal Power Systems,179959.0
"Zeeland Farm Services, Inc.",35547.59
Nelson County Fiscal Court,59450.0
Nelson Industrial Steam Company,1287335.0
J.L. French Corporation Gateway,33089.0
Nestle USA Inc.,39161.0
Howard County,26501.0
MACHGEN LLC,648241.0
New York and Presbyterian Hospitals Inc.,193548.0
Newark Bay Cogeneration Partnership LP,171385.0
USRG,82073.0
"Nicor, Inc",25551.0
New Energy Corp.,261556.0
Noranda Aluminum Holding Corporation,661651.0
"Motiva Enterprises, LLC",3872626.0
,3872626.0
North American Stainless,268024.0
"FPL Energy Operation Services, Inc",224500.0
"Suez Energy Generation NA, Inc",224500.0
"IDACORP, Inc",1387034.5
NV Energy,1387034.5
Northeast Missouri Grain LLC dba Poet Biorefining-Macon,83630.0
Chesterfield County,13726.0
Northern Border Pipeline Company,1131954.0
"National Grid Generation, LLC",2777716.0
Northwest Iowa Area Solid Waste Agency,52231.0
Gerdau Ameristeel,94283.5
CHICAGO DEPARTMENT OF AVIATION,52222.0
CLF PinnOak LLC,51319.0
Questar Corporation,101376.0
Occidental Petroleum Corporations,1450827.0
Ocean County Landfill Corporation,117558.0
Chevron Pipeline Company,46909.5
"ONEOK Partnership, L.P.",26161.0
Ohio County Fiscal Court,57833.0
Ohio Valley Aluminum LLC,29457.0
Enpower Corp,161551.0
Oklahoma State University,36576.0
Oldcastle Lawn and Garden,5502.0
Olin Corporation,27173.0
Olmsted County,60354.0
O.L.S. Acquisition Corporation,109036.0
OMEGA JV2,1367.0
"One Earth Energy, LLC",161212.0
Onslow County,112030.0
Orange County Utilities - Solid Waste Division,345814.0
Landfill Management Co.,34930.0
Ormet Primary Aluminum Corporation,648435.0
City of Orrville,485934.0
Seminole County Board of County Commissioners,104136.0
OSRAM SYLVANIA INC,37810.0
"OSRAM SYLVANIA, Inc.",41473.0
Ottumwa/Wapello County Solid Waste Commission,38545.0
"Outagamie County, Wisconsin",32676.0
"Owens-Illinois, Inc.",1038300.0
"Owens Corning, Inc.",48162.0
Owens Corning,242684.0
"Owens-Illinois, Inc",135776.0
"Owensboro Grain Company, LLC",82323.0
"Oxbow Carbon & Minerals Holdings, Inc.",726048.0
"Oxbow Carbon and Minerals Holdings, Inc.",249908.0
OXEA CORP,343765.0
OCCIDENTAL PETROLEUM  CORPORATION,41287.0
"JOHNSON AND LINDLEY, INC",8191.799999999999
TransCanada Pipeline USA Ltd.,668788.0
PowerSmith Cogeneration,188192.0
Oklahoma Environmental Management Authority,52742.0
"Olam West Coast, Inc.",29557.0
"Arrowhead Pipeline, L.P.",58916.0
"Optim Energy, LLC",4337823.0
Norther Star Generation LLC,148381.0
Orange County,79609.0
J-Power USA,34609.0
Order of Saint Benedict/Saint John's University,27373.0
USG Corporation,381526.0
Ventura Regional Sanitation District,109717.74
City of Oxnard,36923.37
P H Glatfelter Company - Chillicothe Facility,793793.0
Joy Global,12114.0
JOY GLOBAL INC,1076.0
P.H. Glatfelter,894425.0
Monsanto,203817.0
Pacific Coast Building Products,41863.0
Pacific Coast Producers,43249.0
"Aventine Renewable Energy, Inc.",524975.0
Pacific Ethanol Holding Co,85939.20000000001
Packaging Corporation of America,907003.0
US Enrichment Corporation,79823.0
"City of Painesville, Ohio",111462.0
PANHANDLE EASTERN PIPE LINE COMPANY,732496.0
PANHANDLE EASTERN PIPELINE COMPANY,198173.0
"PaperWorks Industries, Inc.",112612.0
Campbell Soup Compnay,37399.0
Parkchester South Condominium,44341.0
Petrobras USA,813474.0
Passaic Valley Sewerage Commissioners,24828.0
"Mincorp, Inc.",29410.0
"Potash Holding Company, Inc.",3852846.0
"PCS Nitrogen Ohio, L.P.",1096913.0
"Olympus Power, LLC.",130583.0
"South Texas Electric Cooperative, Inc.",209224.0
Southern Union Company,18763.0
"Pelican Refining Company, LLC",2908.0
The Pennsylvania State University,214493.0
SET PERC Investment LLC,54028.200000000004
"Joint Solid Waste Disposal Board, City and County of Peoria",139322.0
Escambia County Board of County Commissioners,243747.0
Perdue Farms Inc.,104403.0
Perdue Farms Inc,55318.0
Sun Capital,29493.0
Perry Ridge Landfill,32859.0
Peru Utilities,69.0
"PETE LIEN & SONS, INC.",216515.0
"CFS Group Disposal and Recycling Services, LLC",37068.0
Arctic Slope Regional Corporation,828.0
Arctic Slope Regional Corporations,52144.0
Pacific Gas and Electric Company,1881517.0
"Pfizer, Inc.",255826.0
"Altria Group, Inc.",183880.0
CONOCOPHILLIPS CO,1756063.0
Pike Sanitation Inc.,69360.0
"Pilkington Holdings, Inc.",294052.0
"Pilkington Holdings, Inc",97103.0
"Pine Lake Corn Processors, LLLP",48751.0
Pinellas County Board of County Commissioners,550483.0
Pinnacle Ethanol LLC d/b/a Poet Biorefining - Corning,103703.0
"Charles County, MD",1938.0
Pittsburgh Corning Corporation,35598.0
"Pittsburgh Glass Works, LLC",161763.0
Placid Refining Co LLC,596813.0
Crosstex Energy Services LP,113697.0
Plains Exploration& Production Company,78625.0
Planis Exploration & Production Company,31721.0
City of Mount Pleasant,88328.0
PMC Group,91713.0
"Project Orange Associates, LLC",73573.0
Horizon Ethanol dba Poet Biorefining-Jewell,87034.0
"Missouri Ethanol, LLC d/b/a POET Biorefining - Laddonia",59903.0
Summit Ethanol dba POET Biorefining - Leipsic,106152.0
Frontier Ethanol dba POET Biorefining- Gowrie,97743.0
North Manchester Ethanol d/b/a POET Biorefining,96860.0
"POET Research Center, INC.",17617.0
"Formosa Hydrocarbons Company, Inc.",44884.0
"Polartec, LLC",26279.0
"Polk County, TX",54302.0
Blue Earth County Environmental Services,29428.0
Port Townsend Paper Corporation,109005.0
"Ralcorp Holdings, Inc.",42386.0
"Potrero Hills Landfill, Inc.",211944.0
"PPG Industries, Inc",14265.0
"PPG INDUSTRIES, INC.",93595.0
PQ Corporation,239453.0
PUERTO RICO ELECTRIC POWER AUTHORITY,3199043.0
Prairie Ethanol LLC dba Poet Biorefining,99751.0
Prairie Power Inc,75693.0
Prairie State Energy Campus Management Company,326.0
Will County,202859.0
Pratt Industries,19264.0
Pratt Industries USA,105507.0
"Praxair, Inc.",2258776.0
"Praxair, Inc",550549.0
Preble County Board of Commissioners,55444.0
Premier Ethanol,98376.0
"Prince George's County Government, Department of Environmental Resources, Waste Management Division",297137.0
"Prince William County, Public Works Department, Solid Waste Division",71784.0
"Pro-Corn, LLC",44163.0
KOBE Steel USA Inc.,35186.5
"USS Galvanizing, Inc.",35186.5
The Procter & Gamble Company,1232636.0
The Procter & Gamble Paper Products Company,304901.0
"Caterpillar, Inc.",28164.0
Solae LLC,102608.0
City of Pulaski Public Works,7073.0
PURSUE ENERGY CORP.,37516.0
Putnam Couny BOCC,68367.0
BreitBurn Energy Company LP,36099.0
Aventine Renewable Energy,81718.0
"Reynolds Group Holdings, Inc.",32939.0
LG&E and KU Energy,8732.0
Paducah Power System,23787.0
Panoche Energy Center LLC,110256.0
Panther Creek Partners,978495.0
DSM PHARMACEUTICAL PRODUCTS,32319.0
PBF Energy,1650759.0
Pedricktown Cogeneration Co. LP,82502.0
Enterprise Products Operating LP,69728.0
City of Pella,90967.0
Pollution Control Financing Authority of Camden County,57307.0
BioEnergy Holdings LLC,166303.0
Bionol Clearfield Holdco LLC,166303.0
Pfizer Inc,120888.0
Pfizer,54848.0
"Sunoco, Inc",4606243.0
Philips Electronics North American Corp.,43460.0
Canyon County Solid Waste Department,71384.0
Pike County Fiscal Court Department of Solid Waste,48849.0
Pilkington Holdings Inc.,181717.0
Four-S Oil Company,392192.0
Pinelawn Power LLC,87791.0
Colmac Clarion,308023.0
"Enterprise Products Operating, L.P.",35317.0
", Inc [Registered Agent: The Corporation Trust Company of Nevada]",92481.0
"Pixley Cogen Partners, LLC",63237.0
Venoco Inc.,63708.0
Municipal Energy Agency of Mississippi,117714.42
Plymouth Energy LLC.,75807.0
Polk County Board of County Commissioners,375180.0
Oklahoma Municipal Power Authority,20388.0
City of Ponca City,39818.0
Municipality of Ponce,136820.0
National Grid Port Jefferson Energy Center LLC,393448.0
Portland General Electric,1024224.0
"DairiConcepts, LLC",29830.0
Braintree Electric Light Department,66411.0
Greenville Electric Utility System,37160.0
Pratt Industries LLC,94105.0
"Praxair,Inc",1016027.0
Integrys Energy Group Inc,7146793.04
Val Verde Gas Gathering Company L.P.,27994.0
State of Indiana,431997.0
"Tr-State Generation and Transmission Association, Inc.",33043.0
"Waste Connections, Inc",91253.0
Quad County Corn Processors,41517.0
Qualcomm Incorporated,26940.0
Mayor and City Council of Baltimore,146410.0
"ECO BAT INDIANA, LLC",51036.0
"Quad/Graphics, Inc.",55794.0
ATLANTIC POWER CORPORATION,301056.0
"Atlantic Power Holdings, Inc.",124729.0
"Quemetco West, LLC",49012.0
Lifespan,49520.0
Reynolds American Inc.,53829.0
Rain CII Carbon LLC,791800.0
The Kraft Group,89115.0
"600 Land, Inc",426206.0
City of Rapid City,52124.0
"Rayonier, Inc",26331.0
Rayonier Performance Fibers LLC,174491.0
REC Silicon Inc,163436.0
"Recast Energy, LLC",52322.0
RECOLOGY,143352.0
Teck American Incorporated,146813.0
US Department of the Army,48527.0
Red Trail Energy LLC,175647.0
"Redfield Energy, LLC",69562.0
Tesoro Corporation,6200678.0
ecomaine,57249.0
Frederick County Board Of County Commissioners,88433.0
Reno County,146893.0
Republic Paperboard Co,53573.0
Republic Engineered Products LLC,72738.0
Ecobat,60381.0
Severstal Sparrows Point LLC,2114042.0
"RG Steel, LLC",3006831.0
Rhode Island Resource Recovery Corporation,264556.0
Rice County,47802.0
"Riceland Foods, Inc.",31037.0
Richfield Landfill Inc.,166775.0
County of Monroe,178715.0
Rio Bravo Jasmin,333455.0
Rio Bravo Poso,346115.0
River Birch Inc.,441186.0
City of Riverview,288870.0
"Titan America, LLC",1139683.0
"Steel Dynamics, INC.",137547.0
Tyson Foods Inc.,143426.0
Robeson County,64492.0
Rochester District Heating Cooperative,28412.0
Rockingham County,86599.0
Rock-Tenn Company,2677587.0
Rocky Mountain Bottle Company LLC,84357.0
Waste Corporation of America,162219.0
"Rolls-Royce North America Holdings, Inc.",33090.0
"Roquette America, Inc.",543278.0
Rosboro LLC,1372.0
Flakeboard America Limited,34981.0
Douglas County Public Works,88515.0
Washington County Commissioners,61499.0
"Rowan County, North Carolina",74736.0
Rowan University,34538.0
City of Jacksonville,102871.0
Rubicon LLC,59132.0
"Rumpke of Kentucky, Inc.",216032.0
"Rumpke Waste, Inc",94219.0
"Rutgers, The State University of New Jersy",97967.0
Raleigh County Solid Waste Authority,73050.0
Randolph County,31680.0
Avista Corporation,6268.0
TransCanada Corporation,1930426.0
Platte River Power Authority,2115959.0
"Garland Power & Light, City of Garland",98938.0
"Black River Energy, LLC",113805.0
Recology,91876.0
SE Choctaw LLC,4175192.0
City of Redding,11914.0
The Walt Disney Company,288704.79
Reedy Creek Improvement District,2916.21
California Department of Water Resources,1063336.4000000001
Rensselaer Cogeneration LLC,13444.0
Republic Steel,361324.0
ABIBOW US INC - Catawba Operations,165838.0
"AbiBow U. S., Inc.",457629.0
AbiBow US Inc,267190.0
"Rhea County, TN",133747.0
FIRSTENERGY GENERATION CORP,59988.0
PUBLIC SERVICE CO OF NEW MEXICO,6512.0
Modesto Irrigation District,182567.0
Clark Public Utilities,654240.0
"Tyson Foods, Inc",61224.0
Tyson Foods,31006.0
Riverbay Co-Op City,204159.0
"City of Riversid, Public Utility",10513.0
"LS Power Developement, LLC",39418.0
Greer Industries,372465.0
Roanoke Valley Resource Authority,172952.0
Questar Overthrust Pipeline,42011.0
Buckeye Power,29595.0
Southernc Company,8794.0
